"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Aleksite","Aleksite","Aleksite","Pb2+Bi3+2Te2-2S2-2","PbBi2Te2S2","Pb^2+^Bi^3+^_2_Te^2-^_2_S^2-^_2_","PbBi_2_Te_2_S_2_","Pb<sup>2+</sup>Bi<sup>3+</sup><sub>2</sub>Te<sup>2-</sup><sub>2</sub>S<sup>2-</sup><sub>2</sub>","PbBi<sub>2</sub>Te<sub>2</sub>S<sub>2</sub>","Pb Bi Te S","IMA1977-038","R070011","4935","Russia","1977","Approved","Tetradymite"," ","Lipovetskii A G, Borodaev Y S, Zav´yalov E N (1978) Aleksite, PbBi<sub>2</sub>Te<sub>2</sub>S<sub>2</sub>, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 107(3), 315-321","hexagonal","2724","Pb^2+ Bi^3+ Te^2- S^2-"
"Algodonite","Algodonite","Algodonite","Cu1-xAsx (x ≈ 1/7)","Cu1-xAsx (x ≈ 0.15)","Cu_1-x_As_x_ (x ≈ 1/7)","Cu_1-x_As_x_ (x ≈ 0.15)","Cu<sub>1-x</sub>As<sub>x</sub> (x ≈ 1/7)","Cu<sub>1-x</sub>As<sub>x</sub> (x ≈ 0.15)","Cu As","","","828","Chile","1857","Grandfathered|Approved"," "," ","Field F (1857) On algodonite, a new mineral containing arsenic and copper, The Quarterly Journal of the Chemical Society 10, 289-292

Chemical formula revised:
Bayliss P (1990) Revised unit cell dimensions, space group, and chemical formula of some metallic minerals, The Canadian Mineralogist 28, 751-755","hexagonal","1960","Cu As"
"Aliettite","Aliettite","Aliettite","Ca0.2Mg6(Si,Al)8O20(OH)4·4H2O","Ca0.2Mg6(Si,Al)8O20(OH)4·4H2O","Ca_0.2_Mg_6_(Si,Al)_8_O_20_(OH)_4_·4H_2_O","Ca_0.2_Mg_6_(Si,Al)_8_O_20_(OH)_4_·4H_2_O","Ca<sub>0.2</sub>Mg<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH)<sub>4</sub>·4H<sub>2</sub>O","Ca<sub>0.2</sub>Mg<sub>6</sub>(Si,Al)<sub>8</sub>O<sub>20</sub>(OH)<sub>4</sub>·4H<sub>2</sub>O","Ca Mg Si Al O H","","","829","Italy","1968","Approved|Redefined","Clay","smectite","Veniale F, van der Marel H W (1969) Identification of some 1:1 regular interstratified trioctahedral clay minerals, Proceedings of the International Clay Conference, Tokyo 1, 233-244

Redefined:
Bailey S W (1981) A system of nomenclature for regular interstratifications, The Canadian Mineralogist 19, 651-655","","381.5","Ca Mg Si Al O H"
"Allanite-(Ce)","Allanite-(Ce)","Allanite-(Ce)","CaCeAl2Fe2+(Si2O7)(SiO4)O(OH)","CaCe(Al2Fe2+)[Si2O7][SiO4]O(OH)","CaCeAl_2_Fe^2+^(Si_2_O_7_)(SiO_4_)O(OH)","CaCe(Al_2_Fe^2+^)[Si_2_O_7_][SiO_4_]O(OH)","CaCeAl<sub>2</sub>Fe<sup>2+</sup>(Si<sub>2</sub>O<sub>7</sub>)(SiO<sub>4</sub>)O(OH)","CaCe(Al<sub>2</sub>Fe<sup>2+</sup>)[Si<sub>2</sub>O<sub>7</sub>][SiO<sub>4</sub>]O(OH)","Ca Ce Al Fe Si O H","IMA1987 s.p.","R050043 R060418 R080044 R080092","832","Denmark (Greenland)","1812","Approved|Renamed","allanite","epidote","Thomson T (1812) Experiments on allanite, a new mineral from Greenland, Transactions of the Royal Society of Edinburgh 6, 371-386

Name changed from allanite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","monoclinic|unknown","3366","Ca Ce Al Fe^2+ Si O H"
"Allargentum","Allargentum","Allargentum","Ag1-xSbx (x=0.09-0.16)","Ag1-xSbx (x ≈ 0.09-0.16)","Ag_1-x_Sb_x_ (x=0.09-0.16)","Ag_1-x_Sb_x_ (x ≈ 0.09-0.16)","Ag<sub>1-x</sub>Sb<sub>x</sub> (x=0.09-0.16)","Ag<sub>1-x</sub>Sb<sub>x</sub> (x ≈ 0.09-0.16)","Ag Sb","","","834","Canada","1949","Approved|Redefined","Allargentum"," ","Ramdohr P (1949) Neue erzmineralien, Fortschritte der Mineralogie 28, 69-70

Redefined:
Petruk W, Cabri L J, Harris D C, Stewart J M, Clark L A (1970) Allargentum, redefined, The Canadian Mineralogist 10, 163-172","hexagonal","2730","Ag Sb"
"Alleghanyite","Alleghanyite","Alleghanyite","Mn2+5(SiO4)2(OH)2","Mn2+5(SiO4)2(OH)2","Mn^2+^_5_(SiO_4_)_2_(OH)_2_","Mn^2+^_5_(SiO_4_)_2_(OH)_2_","Mn<sup>2+</sup><sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>","Mn<sup>2+</sup><sub>5</sub>(SiO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>","Mn Si O H","","R060904 R070378","835","USA","1932","Grandfathered|Approved","Humite","humite-reinhardbraunsite subgroup","Ross C S, Kerr P F (1932) The manganese minerals of a vein near Bald Knob, North Carolina, American Mineralogist 17, 1-15","monoclinic","1898","Mn^2+ Si O H"
"Alloclasite","Alloclasite","Alloclasite","Co3+(AsS)3-","CoAsS","Co^3+^(AsS)^3-^","CoAsS","Co<sup>3+</sup>(AsS)<sup>3-</sup>","CoAsS","Co As S","","R110002","836","Romania","1866","Grandfathered|Approved","Löllingite"," ","Tschermak G (1866) Der alloklas und der sogenannte glaukodot von Orawicza, Sitzungsberichte der Kaiserlichen Akademie der Wissenschaften 53, 220-225","monoclinic","3254","Co^3+ As S"
"Allophane","Allophane","Allophane","Al2O3(SiO2)1.3-2.0·2.5-3.0H2O","Al2O3(SiO2)1.3-2.0·2.5-3.0H2O","Al_2_O_3_(SiO_2_)_1.3-2.0_·2.5-3.0H_2_O","Al_2_O_3_(SiO_2_)_1.3-2.0_·2.5-3.0H_2_O","Al<sub>2</sub>O<sub>3</sub>(SiO<sub>2</sub>)<sub>1.3-2.0</sub>·2.5-3.0H<sub>2</sub>O","Al<sub>2</sub>O<sub>3</sub>(SiO<sub>2</sub>)<sub>1.3-2.0</sub>·2.5-3.0H<sub>2</sub>O","Al O Si H","","R070188 R120001","837","Germany","1816","Grandfathered|Approved","Allophane","kaolinite-serpentine-serpentine subgroup","Hausmann J F L, Stromeyer F (1816) Report at the Royal Academy of Sciences Göttingen meeting 13 July, 1816 on silberkupferglanz and allophan, Göttingische Gelehrte Anzeigen 2, 1249-1253","","4000","Al O Si H"
"Alluaivite","Alluaivite","Alluaivite","Na19(Ca,Mn2+)6(Ti4+,Nb5+)3Si26O74Cl·2H2O","Na19(Ca,Mn2+)6(Ti,Nb)3Si26O74Cl·2H2O","Na_19_(Ca,Mn^2+^)_6_(Ti^4+^,Nb^5+^)_3_Si_26_O_74_Cl·2H_2_O","Na_19_(Ca,Mn^2+^)_6_(Ti,Nb)_3_Si_26_O_74_Cl·2H_2_O","Na<sub>19</sub>(Ca,Mn<sup>2+</sup>)<sub>6</sub>(Ti<sup>4+</sup>,Nb<sup>5+</sup>)<sub>3</sub>Si<sub>26</sub>O<sub>74</sub>Cl·2H<sub>2</sub>O","Na<sub>19</sub>(Ca,Mn<sup>2+</sup>)<sub>6</sub>(Ti,Nb)<sub>3</sub>Si<sub>26</sub>O<sub>74</sub>Cl·2H<sub>2</sub>O","Na Ca Mn Ti Nb Si O Cl H","IMA1988-052","","838","Russia","1988","Approved","Eudialyte"," ","Khomyakov A P, Netschelyustov G N, Rastsvetaeva R K (1990) Alluaivite Na<sub>19</sub>(Ca,Mn)<sub>6</sub>(Ti,Nb)<sub>3</sub>Si<sub>26</sub>O<sub>74</sub>Cl·2H<sub>2</sub>O – a new titanosilicate of eudialyte–like structure, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 119(1), 117-120","hexagonal","1540","Na Ca Mn^2+ Ti^4+ Nb^5+ Si O Cl H"
"Alluaudite","Alluaudite","Alluaudite","NaMn2+Fe3+2(PO4)3","NaMnFe3+2(PO4)3","NaMn^2+^Fe^3+^_2_(PO_4_)_3_","NaMnFe^3+^_2_(PO_4_)_3_","NaMn<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>","NaMnFe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>3</sub>","Na Mn Fe P O","","R160080 R160081 R140711 R141067","839","France","1848","Approved|Redefined","Alluaudite","alluaudite","Damour A A (1848) Sur un nouveau phosphate de fer, de manganèse et de soude, l'alluaudite, trouvé dans le département de la Haute-Vienne, Annales des Mines 13, 341-350

Redefined:
Moore P B, Ito J (1979) Alluaudites, wyllieites, arrojadites: crystal chemistry and nomenclature, Mineralogical Magazine 43, 227-235

Chemical formula changed from (Na,Ca)(Mn,Mg,Fe^2+^)(Fe^3+^,Mn^2+^)_2_(PO_4_)_3_:
Hatert F (2019) A new nomenclature scheme for the alluaudite supergroup. European Journal of Mineralogy 31, 807-822","monoclinic","2772","Na Mn^2+ Fe^3+ P O"
"Almandine","Almandine","Almandine","Fe2+3Al2(SiO4)3","Fe2+3Al2(SiO4)3","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe^2+^_3_Al_2_(SiO_4_)_3_","Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Fe<sup>2+</sup><sub>3</sub>Al<sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Fe Al Si O","","R040076 R040079 R040168 R050029 R060099 R060450 R070129 R100046 R120145 R120152 R190023","840","Turkey","0","Grandfathered|Approved","Garnet","garnet","Mineral name, or its predecessor alabandina, has been known since antiquity and predates any formal descriptive publication.","cubic|unknown","2925","Fe^2+ Al Si O"
"Alstonite","Alstonite","Alstonite","BaCa(CO3)2","BaCa(CO3)2","BaCa(CO_3_)_2_","BaCa(CO_3_)_2_","BaCa(CO<sub>3</sub>)<sub>2</sub>","BaCa(CO<sub>3</sub>)<sub>2</sub>","Ba Ca C O","","R050483 R090049","842","United Kingdom","1841","Grandfathered|Approved","Alstonite"," ","Breithaupt A (1841) Holoëdrites syntheticus oder alstonit, Vollständiges Handbuch der Mineralogie 2, 255-256","orthorhombic|triclinic, hexagonal","2070","Ba Ca C O"
"Altaite","Altaite","Altaite","Pb2+Te2-","PbTe","Pb^2+^Te^2-^","PbTe","Pb<sup>2+</sup>Te<sup>2-</sup>","PbTe","Pb Te","","R060939","843","Kazakhstan","1845","Grandfathered|Approved","Rocksalt","galena","Haidinger W (1845) Zweite Klasse: Geogenide. XII. Ordung. Metalle. II. Tellur. Altait, in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 556-559","cubic","4000","Pb^2+ Te^2-"
"Althausite","Althausite","Althausite","Mg4(PO4)2(OH,O)(F,[box])","Mg4(PO4)2(OH,O)(F,[box])","Mg_4_(PO_4_)_2_(OH,O)(F,[box])","Mg_4_(PO_4_)_2_(OH,O)(F,[box])","Mg<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,O)(F,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)","Mg<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,O)(F,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)","Mg P O H F","IMA1974-050","R070113","844","Norway","1974","Approved"," "," ","Raade G, Tysseland M (1975) Althausite, a new mineral from Modum, Norway, Lithos 8, 215-219

Chemical formula revised:
Rømming C, Raade G (1980) The crystal structure of althausite, Mg<sub>4</sub>(PO<sub>4</sub>)<sub>2</sub>(OH,O)(F,[box]), American Mineralogist 65, 488-498","orthorhombic","582","Mg P O H F"
"Alumoklyuchevskite","Alumoklyuchevskite","Alumoklyuchevskite","K3Cu2+3AlO2(S6+O4)4","K3Cu2+3AlO2(SO4)4","K_3_Cu^2+^_3_AlO_2_(S^6+^O_4_)_4_","K_3_Cu^2+^_3_AlO_2_(SO_4_)_4_","K<sub>3</sub>Cu<sup>2+</sup><sub>3</sub>AlO<sub>2</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>","K<sub>3</sub>Cu<sup>2+</sup><sub>3</sub>AlO<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>","K Cu Al O S","IMA1993-004","R070041","857","Russia","1993","Approved","Klyuchevskite"," ","Gorskaya M G, Vergasova L P, Filatov S K, Rolich D V, Ananiev V V (1995) Alumoklyuchevskite, K<sub>3</sub>Cu<sub>3</sub>AlO<sub>2</sub>(SO<sub>4</sub>)<sub>4</sub>, a new oxysulfate of K, Cu, and Al from volcanic exhalations, Kamchatka, Russia, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 124(1), 95-100","monoclinic","3.6E-5","K Cu^2+ Al O S^6+"
"Alumotantite","Alumotantite","Alumotantite","AlTa5+O4","AlTaO4","AlTa^5+^O_4_","AlTaO_4_","AlTa<sup>5+</sup>O<sub>4</sub>","AlTaO<sub>4</sub>","Al Ta O","IMA1980-025","","859","Russia","1980","Approved"," "," ","Voloshin A V, Men’shikov Y P, Pakhomovskii Y A (1981) Alumotantite and natrotantite, new tantalum minerals in granitic pegmatites, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 110(3), 338-345","orthorhombic","2527","Al Ta^5+ O"
"Amakinite","Amakinite","Amakinite","Fe2+(OH)2","Fe(OH)2","Fe^2+^(OH)_2_","Fe(OH)_2_","Fe<sup>2+</sup>(OH)<sub>2</sub>","Fe(OH)<sub>2</sub>","Fe O H","","","863","Russia","1962","Approved","Brucite","brucite","Kozlov I T, Lershov P P (1962) Amakinite, a new mineral of the brucite-pyrochroite group, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 91(1), 72-77","hexagonal","352","Fe^2+ O H"
"Amblygonite","Amblygonite","Amblygonite","LiAlPO4F","LiAl(PO4)F","LiAlPO_4_F","LiAl(PO_4_)F","LiAlPO<sub>4</sub>F","LiAl(PO<sub>4</sub>)F","Li Al P O F","","R040006 R040067","866","Germany","1818","Grandfathered|Approved","Titanite-Amblygonite","amblygonite","Breithaupt A (1818) Gattung B. Amblygonit, in Handbuch der Mineralogie von C. A. S. Hoffmann, Volume 4, Craz und Gerlach (Freiberg) 159-161","triclinic","2742","Li Al P O F"
"Ameghinite","Ameghinite","Ameghinite","NaB3O3(OH)4","NaB3O3(OH)4","NaB_3_O_3_(OH)_4_","NaB_3_O_3_(OH)_4_","NaB<sub>3</sub>O<sub>3</sub>(OH)<sub>4</sub>","NaB<sub>3</sub>O<sub>3</sub>(OH)<sub>4</sub>","Na B O H","IMA1966-034","R060643","867","Argentina","1966","Approved"," "," ","Aristarain L F, Hurlbut C S (1967) Ameghinite, Na<sub>2</sub>O·3B<sub>2</sub>O<sub>3</sub>·4H<sub>2</sub>O, a new borate from Argentina, American Mineralogist 52, 935-946","monoclinic","","Na B O H"
"Amesite","Amesite","Amesite","Mg2Al(AlSiO5)(OH)4","Mg2Al(AlSiO5)(OH)4","Mg_2_Al(AlSiO_5_)(OH)_4_","Mg_2_Al(AlSiO_5_)(OH)_4_","Mg<sub>2</sub>Al(AlSiO<sub>5</sub>)(OH)<sub>4</sub>","Mg<sub>2</sub>Al(AlSiO<sub>5</sub>)(OH)<sub>4</sub>","Mg Al Si O H","","R070132 R070116","868","USA","1876","Grandfathered|Approved","Clay","kaolinite-serpentine-serpentine subgroup","Shepard C U (1876) Order XI. Talcite. Amesine, in Catalogue of minerals found within about 75 miles of Amherst College, Ms, (Amherst) 4-4","triclinic|hexagonal","2749.9","Mg Al Si O H"
"Amicite","Amicite","Amicite","K2Na2(Si4Al4O16)·5H2O","K2Na2(Al4Si4O16)·5H2O","K_2_Na_2_(Si_4_Al_4_O_16_)·5H_2_O","K_2_Na_2_(Al_4_Si_4_O_16_)·5H_2_O","K<sub>2</sub>Na<sub>2</sub>(Si<sub>4</sub>Al<sub>4</sub>O<sub>16</sub>)·5H<sub>2</sub>O","K<sub>2</sub>Na<sub>2</sub>(Al<sub>4</sub>Si<sub>4</sub>O<sub>16</sub>)·5H<sub>2</sub>O","K Na Al Si O H","IMA1979-011","R080066","869","Germany","1979","Approved"," ","zeolite","Alberti A, Hentschel G, Vezzalini G (1979) Amicite, a new natural zeolite, Neues Jahrbuch für Mineralogie, Monatshefte 1979, 481-488","monoclinic","413.6","K Na Si Al O H"
"Aminoffite","Aminoffite","Aminoffite","Ca3(BeOH)2Si3O10","Ca3(BeOH)2Si3O10","Ca_3_(BeOH)_2_Si_3_O_10_","Ca_3_(BeOH)_2_Si_3_O_10_","Ca<sub>3</sub>(BeOH)<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>","Ca<sub>3</sub>(BeOH)<sub>2</sub>Si<sub>3</sub>O<sub>10</sub>","Ca Be O H Si","","R100055","870","Sweden","1937","Grandfathered|Approved"," "," ","Hurlbut C S (1937) Aminoffite, a new mineral from Långban, Geologiska Föreningens i Stockholm Förhandlingar 59, 290-292","tetragonal","1000","Ca Be O H Si"
"Ammonioleucite","Ammonioleucite","Ammonioleucite","(N3-H4)AlSi2O6","(NH4)(AlSi2O6)","(N^3-^H_4_)AlSi_2_O_6_","(NH_4_)(AlSi_2_O_6_)","(N<sup>3-</sup>H<sub>4</sub>)AlSi<sub>2</sub>O<sub>6</sub>","(NH<sub>4</sub>)(AlSi<sub>2</sub>O<sub>6</sub>)","N H Al Si O","IMA1984-015","R060104","874","Japan","1984","Approved"," ","zeolite","Hori H, Nagashima K, Yamada M, Miyawaki R, Marubashi T (1986) Ammonioleucite, a new mineral from Tatarazawa, Fujioka, Japan, American Mineralogist 71, 1022-1027","tetragonal","","N^3- H Al Si O"
"Amstallite","Amstallite","Amstallite","CaAl(Si,Al)4O8(OH)4·(H2O,Cl)","CaAl[(Al,Si)4O8(OH)2](OH)2·(H2O,Cl)","CaAl(Si,Al)_4_O_8_(OH)_4_·(H_2_O,Cl)","CaAl[(Al,Si)_4_O_8_(OH)_2_](OH)_2_·(H_2_O,Cl)","CaAl(Si,Al)<sub>4</sub>O<sub>8</sub>(OH)<sub>4</sub>·(H<sub>2</sub>O,Cl)","CaAl[(Al,Si)<sub>4</sub>O<sub>8</sub>(OH)<sub>2</sub>](OH)<sub>2</sub>·(H<sub>2</sub>O,Cl)","Ca Al Si O H Cl","IMA1986-030","","875","Austria","1986","Approved"," "," ","Quint R (1987) Description and crystal structure of amstallite, CaAl(OH)<sub>2</sub>[Al<sub>0.8</sub>Si<sub>3.2</sub>O<sub>8</sub>(OH)<sub>2</sub>]·[(H<sub>2</sub>O)<sub>0.8</sub>Cl<sub>0.2</sub>], a new mineral from Amstall, Austria, Neues Jahrbuch für Mineralogie, Monatshefte 1987, 253-262","monoclinic","","Ca Al Si O H Cl"
"Analcime","Analcime","Analcime","NaAlSi2O6·H2O","Na(AlSi2O6)·H2O","NaAlSi_2_O_6_·H_2_O","Na(AlSi_2_O_6_)·H_2_O","NaAlSi<sub>2</sub>O<sub>6</sub>·H<sub>2</sub>O","Na(AlSi<sub>2</sub>O<sub>6</sub>)·H<sub>2</sub>O","Na Al Si O H","","R040128 R050094 R060023 R120095","876","Italy","1797","Approved"," ","zeolite","Haüy R J (1797) Analcime, Journal des Mines 5, 278-279","tetragonal|cubic, orthorhombic, monoclinic, hexagonal","2680","Na Al Si O H"
"Anandite","Anandite","Anandite","BaFe2+3(Si3Fe3+)O10S2-(OH)","BaFe2+3(Si3Fe3+)O10S(OH)","BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S^2-^(OH)","BaFe^2+^_3_(Si_3_Fe^3+^)O_10_S(OH)","BaFe<sup>2+</sup><sub>3</sub>(Si<sub>3</sub>Fe<sup>3+</sup>)O<sub>10</sub>S<sup>2-</sup>(OH)","BaFe<sup>2+</sup><sub>3</sub>(Si<sub>3</sub>Fe<sup>3+</sup>)O<sub>10</sub>S(OH)","Ba Fe Si O S H","IMA1966-005","","877","Sri Lanka","1966","Approved","Clay","mica-brittle micas","Pattiaratchi D B, Saari E, Sahama T G (1967) Anandite, a new barium iron silicate from Wilagedera, North Western Province, Ceylon, Mineralogical Magazine 36, 1-4","monoclinic|orthorhombic","542","Ba Fe^2+ Si Fe^3+ O S^2- H"
"Anatase","Anatase","Anatase","Ti4+O2","TiO2","Ti^4+^O_2_","TiO_2_","Ti<sup>4+</sup>O<sub>2</sub>","TiO<sub>2</sub>","Ti O","","R060277 R070582 R120013 R120064","879","France","1801","Approved"," "," ","Haüy R J (1801) Anatase, Traité de Minéralogie 3, 129-136","tetragonal","3074","Ti^4+ O"
"Ancylite-(Ce)","Ancylite-(Ce)","Ancylite-(Ce)","CeSr(CO3)2(OH)·H2O","CeSr(CO3)2(OH)·H2O","CeSr(CO_3_)_2_(OH)·H_2_O","CeSr(CO_3_)_2_(OH)·H_2_O","CeSr(CO<sub>3</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O","CeSr(CO<sub>3</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O","Ce Sr C O H","IMA1987 s.p.","R060218","880","Denmark (Greenland)","1901","Approved|Renamed","Ancylite","ancylite","Flink G (1901) On the minerals from Narsarsuk on the Firth of Tunugdliarfik in Southern Greenland. 11 Ancylite, Meddelelser om Grønland 24, 49-56

Name changed from ancylite:
Nickel E H, Mandarino J A (1987) Procedures involving the IMA Commission on New Minerals and Mineral Names and guidelines on mineral nomenclature, American Mineralogist 72, 1031-1042","orthorhombic","2500","Ce Sr C O H"
"Ancylite-(La)","Ancylite-(La)","Ancylite-(La)","LaSr(CO3)2(OH)·H2O","LaSr(CO3)2(OH)·H2O","LaSr(CO_3_)_2_(OH)·H_2_O","LaSr(CO_3_)_2_(OH)·H_2_O","LaSr(CO<sub>3</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O","LaSr(CO<sub>3</sub>)<sub>2</sub>(OH)·H<sub>2</sub>O","La Sr C O H","IMA1995-053","","881","Russia","1995","Approved","Ancylite","ancylite","Yakovenchuk V N, Menshikov Y P, Pakhomovsky Y A, Ivanyuk G Y (1997) Ancylite-(La) Sr(La,Ce)(CO<sub>3</sub>)<sub>2</sub>·(OH)·H<sub>2</sub>O – a new carbonate from hydrothermal vein at the Kukisvumchorr mountain (Khibiny massif) and its comparison with ancylite-(Ce), Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 126(1), 96-108","orthorhombic","485","La Sr C O H"
"Andalusite","Andalusite","Andalusite","Al2SiO5","Al2SiO5","Al_2_SiO_5_","Al_2_SiO_5_","Al<sub>2</sub>SiO<sub>5</sub>","Al<sub>2</sub>SiO<sub>5</sub>","Al Si O","","R050258 R050449 R050561 R050626 R060197 R060212","882","Spain","1798","Grandfathered|Approved","Andalusite","andalusite","Delamétherie J C (1798) Sur une pierre de l'andalousie, Journal de Physique, de Chimie et d'Histoire Naturelle et des Arts 46, 386-387","orthorhombic","4000","Al Si O"
"Andorite IV","Andorite IV","Andorite IV","Ag1+Pb2+Sb3+3S2-6","AgPbSb3S6","Ag^1+^Pb^2+^Sb^3+^_3_S^2-^_6_","AgPbSb_3_S_6_","Ag<sup>1+</sup>Pb<sup>2+</sup>Sb<sup>3+</sup><sub>3</sub>S<sup>2-</sup><sub>6</sub>","AgPbSb<sub>3</sub>S<sub>6</sub>","Ag Pb Sb S","","","5368","Bolivia","1893","Grandfathered|Approved","Lillianite"," ","Brögger W C (1893) VIII. Sundtit, ein neues Mineral von Oruro in Bolivia, Zeitschrift für Kristallographie 21, 193-199

Name changed to indicate the andorite phase with multiple of 4 units along its c-axis:
Donnay J D H, Donnay G (1954) Syntaxic intergrowths in the andorite series, American Mineralogist 39, 161-171

Chemical formula changed from Ag_15_Pb_18_Sb_47_S_96_:
Nespolo M, Ozawa T, Kawasaki Y, Sugiyama K (2012) Structural relations and pseudosymmetries in the andorite homologous series, Journal of Mineralogical and Petrological Sciences 107, 226-243","monoclinic|orthorhombic","296","Ag^1+ Pb^2+ Sb^3+ S^2-"
"Andorite VI","Andorite VI","Andorite VI","Ag1+Pb2+Sb3+3S2-6","AgPbSb3S6","Ag^1+^Pb^2+^Sb^3+^_3_S^2-^_6_","AgPbSb_3_S_6_","Ag<sup>1+</sup>Pb<sup>2+</sup>Sb<sup>3+</sup><sub>3</sub>S<sup>2-</sup><sub>6</sub>","AgPbSb<sub>3</sub>S<sub>6</sub>","Ag Pb Sb S","","R060673 R070718 R100212","884","Romania","1892","Grandfathered|Approved","Lillianite"," ","Krenner J S (1892) Andorit, uj hazai ezüstércz, Matematikai és Természettudományi Értesitö 11, 119-122

This is the original andorite, also known as senandorite. Name changed to indicate the multiple of 6 units along its c-axis:
Donnay J D H, Donnay G (1954) Syntaxic intergrowths in the andorite series, American Mineralogist 39, 161-171","orthorhombic","164","Ag^1+ Pb^2+ Sb^3+ S^2-"
"Andradite","Andradite","Andradite","Ca3Fe3+2(SiO4)3","Ca3Fe3+2(SiO4)3","Ca_3_Fe^3+^_2_(SiO_4_)_3_","Ca_3_Fe^3+^_2_(SiO_4_)_3_","Ca<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Ca<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>(SiO<sub>4</sub>)<sub>3</sub>","Ca Fe Si O","","R040001 R050256 R050311 R050377 R060358 R060350 R060326 R060423 R060449 R070722 R100049 R100138 R120004","885","Norway","1868","Grandfathered|Approved","Garnet","garnet","Dana J D, Brush G J (1868) E. Lime-Irongarnet; Andradite, in A System of Mineralogy, Fifth Edition, John Wiley and Sons (New York) 268-270","cubic|triclinic","4568.5","Ca Fe^3+ Si O"
"Andrémeyerite","Andremeyerite","Andr&#233;meyerite","BaFe2+2Si2O7","BaFe2+2(Si2O7)","BaFe^2+^_2_Si_2_O_7_","BaFe^2+^_2_(Si_2_O_7_)","BaFe<sup>2+</sup><sub>2</sub>Si<sub>2</sub>O<sub>7</sub>","BaFe<sup>2+</sup><sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)","Ba Fe Si O","IMA1972-005","","886","Democratic Republic of the Congo","1972","Approved|Renamed"," "," ","Sahama T G, Siivola J, Rehtijärvi P (1973) Andremeyerite, a new barium iron silicate, from Nyiragongo, Zaire, Bulletin of the Geological Society of Finland 45, 1-8","monoclinic|orthorhombic","","Ba Fe^2+ Si O"
"Anduoite","Anduoite","Anduoite","RuAs2","RuAs2","RuAs_2_","RuAs_2_","RuAs<sub>2</sub>","RuAs<sub>2</sub>","Ru As","","","888","China","1979","Approved"," ","Marcasite-Löllingite-Löllingite subgroup","Chromium Group and Electron Probe Group, Institute of Utilization, Chinese Academy of Geological Science; Platinum Group and Electron Probe Group, Institute of Geology and Mineral Resources, Chinese Academy of Geological Science; X-ray Laboratory, Wuhan Geologic College; and X-ray Laboratory, Institute of Geology, Academia Sinica (1979) Anduoite, a new ruthenium arsenide, Kexue Tongbao 15, 704-708","orthorhombic","2500","Ru As"
