Mineral Name,Mineral Name (plain),Mineral Name (HTML),RRUFF Chemistry (plain),IMA Chemistry (plain),RRUFF Chemistry (concise),IMA Chemistry (concise),RRUFF Chemistry (HTML),IMA Chemistry (HTML),Chemistry Elements,IMA Number,RRUFF IDs,Database ID,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Oldest Known Age (Ma),Valence Elements
Parkerite,Parkerite,Parkerite,"Ni3(Bi,Pb)2S2","Ni3(Bi,Pb)2S2","Ni_3_(Bi,Pb)_2_S_2_","Ni_3_(Bi,Pb)_2_S_2_","Ni<sub>3</sub>(Bi,Pb)<sub>2</sub>S<sub>2</sub>","Ni<sub>3</sub>(Bi,Pb)<sub>2</sub>S<sub>2</sub>",Ni Bi Pb S,,R070056,3544,South Africa,1937,Grandfathered|Approved, , ,"Scholtz D L (1937) The magmatic nickelferous ore deposits of East Griqualand and Pondoland. Mineral G (Parkerite), Transactions of the Geological Society of South Africa 39, 186-189",orthorhombic,4000.0,Ni Bi Pb S
Pentlandite,Pentlandite,Pentlandite,"(Ni,Fe)9S8","(Ni,Fe)9S8","(Ni,Fe)_9_S_8_","(Ni,Fe)_9_S_8_","(Ni,Fe)<sub>9</sub>S<sub>8</sub>","(Ni,Fe)<sub>9</sub>S<sub>8</sub>",Ni Fe S,,R060144,3576,United Kingdom,1856,Grandfathered|Approved,Pentlandite,pentlandite,"Dufrénoy A (1856) Pentlandite, in Traité de Minéralogie, Volume 2, Victor Dalmont (Paris) 549-553",cubic,4700.0,Ni Fe S
Perovskite,Perovskite,Perovskite,CaTi4+O3,CaTiO3,CaTi^4+^O_3_,CaTiO_3_,CaTi<sup>4+</sup>O<sub>3</sub>,CaTiO<sub>3</sub>,Ca Ti O,,R050456 R060345 R110178 R120121 R130037,3587,Russia,1839,Grandfathered|Approved,Perovskite,perovskite,"Rose G (1839) Beschreibung einiger neuen mineralien des Urals, Annalen der Physik und Chemie 48, 551-573","orthorhombic|cubic, monoclinic",4700.0,Ca Ti^4+ O
Petzite,Petzite,Petzite,Ag3AuTe2,Ag3AuTe2,Ag_3_AuTe_2_,Ag_3_AuTe_2_,Ag<sub>3</sub>AuTe<sub>2</sub>,Ag<sub>3</sub>AuTe<sub>2</sub>,Ag Au Te,,R070254,3604,Romania,1845,Grandfathered|Approved, , ,"Haidinger W (1845) Zweite Klasse: Geogenide. XII. Ordung. Metalle. II. Tellur. Petzit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 556-559",cubic,4000.0,Ag Au Te
Pigeonite,Pigeonite,Pigeonite,"(Mg,Fe2+,Ca)SiO3","(Mg,Fe,Ca)2Si2O6","(Mg,Fe^2+^,Ca)SiO_3_","(Mg,Fe,Ca)_2_Si_2_O_6_","(Mg,Fe<sup>2+</sup>,Ca)SiO<sub>3</sub>","(Mg,Fe,Ca)<sub>2</sub>Si<sub>2</sub>O<sub>6</sub>",Mg Fe Ca Si O,,R200002,3638,USA,1900,Approved,Pyroxene, ,"Winchell A N (1900) Mineralogical and petrographic study of the gabbroid rocks of Minnesota, and more particularly, of the pagioclasytes, The American Geologist 26, 197-245",monoclinic,4568.5,Mg Fe^2+ Ca Si O
Plumbojarosite,Plumbojarosite,Plumbojarosite,Pb2+Fe3+6(S6+O4)4(OH)12,Pb0.5Fe3+3(SO4)2(OH)6,Pb^2+^Fe^3+^_6_(S^6+^O_4_)_4_(OH)_12_,Pb_0.5_Fe^3+^_3_(SO_4_)_2_(OH)_6_,Pb<sup>2+</sup>Fe<sup>3+</sup><sub>6</sub>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>(OH)<sub>12</sub>,Pb<sub>0.5</sub>Fe<sup>3+</sup><sub>3</sub>(SO<sub>4</sub>)<sub>2</sub>(OH)<sub>6</sub>,Pb Fe S O H,,,3663,USA,1902,Approved|Redefined,Alunite-Alunite,alunite-jarosite-jarosite subgroup,"Hillebrand W F, Penfield S L (1902) Some additions to the alunite-jarosite group of minerals, American Journal of Science 164, 211-220",hexagonal,4000.0,Pb^2+ Fe^3+ S^6+ O H
Polybasite,Polybasite,Polybasite,"Cu(Ag,Cu)6Ag9Sb2S11","[Ag9CuS4][(Ag,Cu)6(Sb,As)2S7]","Cu(Ag,Cu)_6_Ag_9_Sb_2_S_11_","[Ag_9_CuS_4_][(Ag,Cu)_6_(Sb,As)_2_S_7_]","Cu(Ag,Cu)<sub>6</sub>Ag<sub>9</sub>Sb<sub>2</sub>S<sub>11</sub>","[Ag<sub>9</sub>CuS<sub>4</sub>][(Ag,Cu)<sub>6</sub>(Sb,As)<sub>2</sub>S<sub>7</sub>]",Ag Cu S Sb As,,R061052,3678,Mexico / Germany,1829,Approved|Redefined,Polybasite,polybasite,"Rose H (1829) Ueber die in der Natur vorkommenden nicht oxydirten Verbindungen des Antimons und des Arseniks. 2. Polybasit, eine neue Species, Annalen der Physik und Chemie 15, 573-591

Redefined:
Bindi L, Evain M, Spry P G, Menchetti S (2007) The pearceite-polybasite group of minerals: crystal chemistry and new nomenclature rules, American Mineralogist 92, 918-925",monoclinic|hexagonal,4000.0,Cu Ag Sb S
Polydymite,Polydymite,Polydymite,Ni2+Ni3+2S2-4,Ni2+Ni3+2S4,Ni^2+^Ni^3+^_2_S^2-^_4_,Ni^2+^Ni^3+^_2_S_4_,Ni<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>,Ni<sup>2+</sup>Ni<sup>3+</sup><sub>2</sub>S<sub>4</sub>,Ni S,,R050609 R070377,3680,Germany,1876,Grandfathered|Approved,Spinel,linnaeite,"Laspeyres H (1876) Chemische Untersuchungen von Nickelerzen; 1. Polydymit, ein neues Nickelerz, Journal für Praktische Chemie 122, 397-413",cubic,4000.0,Ni^2+ Ni^3+ S^2-
Proustite,Proustite,Proustite,Ag1+3As3+S2-3,Ag3AsS3,Ag^1+^_3_As^3+^S^2-^_3_,Ag_3_AsS_3_,Ag<sup>1+</sup><sub>3</sub>As<sup>3+</sup>S<sup>2-</sup><sub>3</sub>,Ag<sub>3</sub>AsS<sub>3</sub>,Ag As S,,R060356,3722,unknown,1832,Grandfathered|Approved, , ,"Beudant F S (1832) Proustite, argent antimonié sulfuré en partie, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 445-447",hexagonal,4000.0,Ag^1+ As^3+ S^2-
Pyrargyrite,Pyrargyrite,Pyrargyrite,Ag1+3Sb3+S2-3,Ag3SbS3,Ag^1+^_3_Sb^3+^S^2-^_3_,Ag_3_SbS_3_,Ag<sup>1+</sup><sub>3</sub>Sb<sup>3+</sup>S<sup>2-</sup><sub>3</sub>,Ag<sub>3</sub>SbS<sub>3</sub>,Ag Sb S,,R050290 R050318,3740,unknown,1831,Grandfathered|Approved, , ,"Glocker E F (1831) Rothgülben oder Pyrargyrit, in Handbuch der Mineralogie, Ben Johann Leonhard Schrag (Nürnberg) 388-392",hexagonal,4000.0,Ag^1+ Sb^3+ S^2-
Pyrite,Pyrite,Pyrite,Fe2+(S2)2-,FeS2,Fe^2+^(S_2_)^2-^,FeS_2_,Fe<sup>2+</sup>(S<sub>2</sub>)<sup>2-</sup>,FeS<sub>2</sub>,Fe S,,R050070 R050190 R070692 R080030 R100166,3741,unknown,0,Grandfathered|Approved,Pyrite,pyrite,Mineral name has been known since antiquity and predates any formal descriptive publication,cubic|triclinic,4000.0,Fe^2+ S
Pyromorphite,Pyromorphite,Pyromorphite,Pb2+5(PO4)3Cl,Pb5(PO4)3Cl,Pb^2+^_5_(PO_4_)_3_Cl,Pb_5_(PO_4_)_3_Cl,Pb<sup>2+</sup><sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>Cl,Pb<sub>5</sub>(PO<sub>4</sub>)<sub>3</sub>Cl,Pb P O Cl,,R050085 R050027 R050015 R060285,3747,Germany,1813,Grandfathered|Approved,Apatite,apatite,"Hausmann J F L (1813) Polychrom. 1. Pyromorphit, in Handbuch der Mineralogie, (Göttingen) 1090-1096",hexagonal,4000.0,Pb^2+ P O Cl
Pyrosmalite-(Fe),Pyrosmalite-(Fe),Pyrosmalite-(Fe),Fe2+8Si6O15(OH)10,Fe2+8Si6O15(OH)10,Fe^2+^_8_Si_6_O_15_(OH)_10_,Fe^2+^_8_Si_6_O_15_(OH)_10_,Fe<sup>2+</sup><sub>8</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>10</sub>,Fe<sup>2+</sup><sub>8</sub>Si<sub>6</sub>O<sub>15</sub>(OH)<sub>10</sub>,Fe Si O H,IMA1985 s.p.,R050158 R060438 R070313,1907,Sweden,1808,Approved|Renamed,Clay,pyrosmalite,"Moll C E F (1808) Vorläufige Notiz von einigen neuen nordischen Fossilien; von dem Herrn Cammersecretär Hausmann zu Braunschweig mitgetheilt. 1. Pirodmalit, in Efemeriden der Berg und Hüttenkunde, Steinischen Buchhandlung (Nürnberg) 390-393

Name changed from pyrosmalite to ferropyrosmalite and the name pyrosmalite now designates the group name:
Vaughan J P (1986) Ferropyrosmalite and nomenclature in the pyrosmalite series, Mineralogical Magazine 51, 174-174

Name changed from ferropyrosmalite:
Burke E A J (2008) Tidying up mineral names: an IMA-CNMNC scheme for suffixes, hyphens and diacritical marks, The Mineralogical Record 39, 131-135",hexagonal,4000.0,Fe^2+ Si O H
Pyrrhotite,Pyrrhotite,Pyrrhotite,Fe2+5Fe3+2S2-8,Fe7S8,Fe^2+^_5_Fe^3+^_2_S^2-^_8_,Fe_7_S_8_,Fe<sup>2+</sup><sub>5</sub>Fe<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>8</sub>,Fe<sub>7</sub>S<sub>8</sub>,Fe S,,R060440 R061127,3754,Japan,1835,Grandfathered|Approved,Nickeline, ,"Breithaupt A (1835) Ueber das verhältniss der formen zu den mischungen krystallisirter körper, Journal für Praktische Chemie 4, 249-271","monoclinic|hexagonal, orthorhombic",4700.0,Fe^2+ Fe^3+ S^2-
Quartz,Quartz,Quartz,SiO2,SiO2,SiO_2_,SiO_2_,SiO<sub>2</sub>,SiO<sub>2</sub>,Si O,,R040031 R050125 R060604 RS686899 RS631742 R100134 R110104 R110108 R150074 R150091,3763,unknown,0,Approved,Quartz, ,"Mineral name and variations have been known since antiquity and predate any formal descriptive publication. For instance:
Agricola G (1546) Book V. Quartz, in De Natura Fossilium, Froben (Basileae) 249-275",hexagonal,4330.0,Si O
Reevesite,Reevesite,Reevesite,Ni2+6Fe3+2C4+O3(OH)16·4H2O,Ni6Fe3+2(CO3)(OH)16·4H2O,Ni^2+^_6_Fe^3+^_2_C^4+^O_3_(OH)_16_·4H_2_O,Ni_6_Fe^3+^_2_(CO_3_)(OH)_16_·4H_2_O,Ni<sup>2+</sup><sub>6</sub>Fe<sup>3+</sup><sub>2</sub>C<sup>4+</sup>O<sub>3</sub>(OH)<sub>16</sub>·4H<sub>2</sub>O,Ni<sub>6</sub>Fe<sup>3+</sup><sub>2</sub>(CO<sub>3</sub>)(OH)<sub>16</sub>·4H<sub>2</sub>O,Ni Fe C O H,IMA1966-025,R070678,3811,Australia,1966,Approved,Hydrotalcite,hydrotalcite,"White J S, Henderson E P, Mason B (1967) Secondary minerals produced by weathering of the Wolf Creek meteorite, American Mineralogist 52, 1190-1197",hexagonal,4620.0,Ni^2+ Fe^3+ C^4+ O H
Rhönite,Rhonite,Rh&#246;nite,Ca4(Mg8Fe3+2Ti4+2)O4[Si6Al6O36],Ca4[Mg8Fe3+2Ti2]O4[Si6Al6O36],Ca_4_(Mg_8_Fe^3+^_2_Ti^4+^_2_)O_4_[Si_6_Al_6_O_36_],Ca_4_[Mg_8_Fe^3+^_2_Ti_2_]O_4_[Si_6_Al_6_O_36_],Ca<sub>4</sub>(Mg<sub>8</sub>Fe<sup>3+</sup><sub>2</sub>Ti<sup>4+</sup><sub>2</sub>)O<sub>4</sub>[Si<sub>6</sub>Al<sub>6</sub>O<sub>36</sub>],Ca<sub>4</sub>[Mg<sub>8</sub>Fe<sup>3+</sup><sub>2</sub>Ti<sub>2</sub>]O<sub>4</sub>[Si<sub>6</sub>Al<sub>6</sub>O<sub>36</sub>],Ca Mg Fe Ti O Si Al,IMA2007 s.p.,R060316,3841,Germany,1907,Approved|Renamed,Sapphirine,aenigmatite,"Soellner J (1907) Ueber Rhönit, ein neues änigmatitähnliches mineral und über das vorkommen und die verbreitung desselben in basaltischen gesteinen, Neues Jahrbuch für Mineralogie, Geologie und Palaontologie 24, 475-547

Chemical formula revised:
Grew E S, Hålenius U, Pasero M, Barbier J (2008) Recommended nomenclature for the sapphirine and surinamite group (sapphirine supergroup), Mineralogical Magazine 72, 839-876",triclinic,4568.5,Ca Mg Fe^3+ Ti^4+ O Si Al
Richterite,Richterite,Richterite,Na(CaNa)Mg5Si8O22(OH)2,Na(NaCa)Mg5Si8O22(OH)2,Na(CaNa)Mg_5_Si_8_O_22_(OH)_2_,Na(NaCa)Mg_5_Si_8_O_22_(OH)_2_,Na(CaNa)Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,Na(NaCa)Mg<sub>5</sub>Si<sub>8</sub>O<sub>22</sub>(OH)<sub>2</sub>,Na Ca Mg Si O H,,R050414 R060043 R060471 R100069,3846,Sweden,1865,Approved|Redefined,Amphibole,amphibole-group 3 Na-Ca,"Breithaupt A (1865) Mineralogische studien. 25. Richterit, Berg- und Huttenmannische Zeitung 24, 364-364

Redefined:
Leake B E, Woolley A R, Arps C E S, Birch W D, Gilbert M C, Grice J D, Hawthorne F C, Kato A, Kisch H J, Krivovichev V G, Linthout K, Laird J, Mandarino J A, Maresch W V, Nickel E H, Rock N M S, Schumacher J C, Smith D C, Stephenson N C N, Ungaretti L, Whittaker E J W, Youzhi G (1997) Nomenclature of amphiboles: Report of the subcommittee on amphiboles of the International Mineralogical Association, commission on new minerals and mineral names, The Canadian Mineralogist 35, 219-246",monoclinic,4620.0,Na Ca Mg Si O H
Roaldite,Roaldite,Roaldite,"(Fe,Ni)4N","(Fe,Ni)4N","(Fe,Ni)_4_N","(Fe,Ni)_4_N","(Fe,Ni)<sub>4</sub>N","(Fe,Ni)<sub>4</sub>N",Fe Ni N,IMA1980-079,,3857,Australia,1980,Approved, , ,"Buchwald V F, Nielsen H P (1981) Roaldite, a new nitride in iron meteorites, Lunar and Planetary Science 12, 112-114",cubic,4620.0,Fe Ni N
Roedderite,Roedderite,Roedderite,KNaMg2(Mg3Si12)O30,KNaMg2(Mg3Si12)O30,KNaMg_2_(Mg_3_Si_12_)O_30_,KNaMg_2_(Mg_3_Si_12_)O_30_,KNaMg<sub>2</sub>(Mg<sub>3</sub>Si<sub>12</sub>)O<sub>30</sub>,KNaMg<sub>2</sub>(Mg<sub>3</sub>Si<sub>12</sub>)O<sub>30</sub>,K Na Mg Si O,IMA1965-023,R141093,3864,Azerbaijan,1965,Approved,Milarite,milarite,"Fuchs L H, Frondel C, Klein C (1966) Roedderite, a new mineral from the Indarch Meteorite, American Mineralogist 51, 949-955",hexagonal,4620.0,K Na Mg Si O
Rutile,Rutile,Rutile,Ti4+O2,TiO2,Ti^4+^O_2_,TiO_2_,Ti<sup>4+</sup>O<sub>2</sub>,TiO<sub>2</sub>,Ti O,,R040049 R050031 R050417 R060493 R060745 R110109 R120008,3916,Spain,1800,Grandfathered|Approved,Rutile,rutile,"Known previously, but named rutile by Werner:
Lampadius W A (1800) Noch ein Paar Bemertungen über den Uran- und Titangehalt einiger Fossilien. Der rothe schörl (Rutil, nach herrn Bergrath Werner), in Sammlung practisch-chemischer Abhandlungen und vermischter Bemerkungen, Volume 3, Walther (Dresden)",tetragonal,4620.0,Ti^4+ O
Scheelite,Scheelite,Scheelite,CaW6+O4,Ca(WO4),CaW^6+^O_4_,Ca(WO_4_),CaW<sup>6+</sup>O<sub>4</sub>,Ca(WO<sub>4</sub>),Ca W O,,R040172 R040173 R050543 R060417 R150130,3984,Sweden,1821,Grandfathered|Approved,Scheelite,scheelite,"von Leonhard K C (1821) Scheelit, in Handbuch der Oryktognosie, Mohr and Winter (Heidelberg, Germany) 594-596",tetragonal,4000.0,Ca W^6+ O
Schorl,Schorl,Schorl,NaFe2+3Al6(Si6O18)(BO3)3(OH)3OH,NaFe2+3Al6(Si6O18)(BO3)3(OH)3(OH),NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_OH,NaFe^2+^_3_Al_6_(Si_6_O_18_)(BO_3_)_3_(OH)_3_(OH),NaFe<sup>2+</sup><sub>3</sub>Al<sub>6</sub>(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>OH,NaFe<sup>2+</sup><sub>3</sub>Al<sub>6</sub>(Si<sub>6</sub>O<sub>18</sub>)(BO<sub>3</sub>)<sub>3</sub>(OH)<sub>3</sub>(OH),Na Fe Al Si O B H,IMA2007 s.p.,R050304,3999,Germany,1562,Approved|Renamed,Tourmaline,tourmaline,,hexagonal,4000.0,Na Fe^2+ Al Si O B H
Schreibersite,Schreibersite,Schreibersite,"(Fe,Ni,Cr)3P","(Fe,Ni)3P","(Fe,Ni,Cr)_3_P","(Fe,Ni)_3_P","(Fe,Ni,Cr)<sub>3</sub>P","(Fe,Ni)<sub>3</sub>P",Fe Ni P,,R070239,4001,Chile,1848,Grandfathered|Approved, , ,"Haidinger W (1848) Versammlung, am 16. Juli, Berichte Über die Mittheilungen von Freunden der Naturwissenschaften in Wien 3, 65-83",tetragonal,4700.0,Fe Ni Cr P
Shandite,Shandite,Shandite,Pb2Ni3S2,Ni3Pb2S2,Pb_2_Ni_3_S_2_,Ni_3_Pb_2_S_2_,Pb<sub>2</sub>Ni<sub>3</sub>S<sub>2</sub>,Ni<sub>3</sub>Pb<sub>2</sub>S<sub>2</sub>,Ni Pb S,,R070090,4053,Australia,1949,Grandfathered|Approved, , ,"Ramdohr P (1950) Über das Vorkommen von Heazlewoodit Ni_3_S_2_ und über ein neues ihn begleitendes Mineral: Shandit Ni_3_Pb_2_S_2_, Sitzungsberichte der Deutchen Akademie der Wissenschaften zu Berlin 6, 1-29",hexagonal,4000.0,Pb Ni S
Siderite,Siderite,Siderite,Fe2+CO3,Fe(CO3),Fe^2+^CO_3_,Fe(CO_3_),Fe<sup>2+</sup>CO<sub>3</sub>,Fe(CO<sub>3</sub>),Fe C O,,R040034 R050262 R050349,4073,unknown,1845,Approved,Calcite,calcite,"Haidinger W (1845) Zweite Klasse: Geogenide. II. Ordnung. Baryte I. Parachrosbaryt. Siderit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 499-506",hexagonal,4000.0,Fe^2+ C O
Siderotil,Siderotil,Siderotil,Fe2+S6+O4·5H2O,Fe(SO4)·5H2O,Fe^2+^S^6+^O_4_·5H_2_O,Fe(SO_4_)·5H_2_O,Fe<sup>2+</sup>S<sup>6+</sup>O<sub>4</sub>·5H<sub>2</sub>O,Fe(SO<sub>4</sub>)·5H<sub>2</sub>O,Fe S O H,IMA1962-006a,,4076,Slovenia,1892,Approved|Redefined,Chalcanthite,chalcanthite,"Schrauf A (1892) Ueber Metacinnaberit von Idria und dessen Paragenesis. 9. Sulfate: Baryt, Bittersalz-Efflorescenzen, Idrizit, Siderotil und Gyps, Jahrbuch der Kaiserlich-Königlichen Geologischen Reichsanstalt 41, 377-381

Redefined:
Jambor J L, Traill R J (1963) On rozenite and siderotil, The Canadian Mineralogist 7, 751-763

Chemical formula changed from (Fe,Cu)(SO_4_)·5H_2_O:
Miyawaki R, Hatert F, Pasero M, Mills S J (2019) IMA Commission on New Minerals, Nomenclature
and Classification (CNMNC) Newsletter 50. New minerals and nomenclature modifications approved
in 2019. Mineralogical Magazine 83, 615-620",triclinic,4000.0,Fe^2+ S^6+ O H
Silver,Silver,Silver,Ag,Ag,Ag,Ag,Ag,Ag,Ag,,R070416 R070463 R070754,4089,unknown,0,Grandfathered|Approved,Copper,copper,Mineral name has been known since antiquity and predates any formal descriptive publication.,cubic|hexagonal,4000.0,Ag
Skutterudite,Skutterudite,Skutterudite,Co3+As3,CoAs3,Co^3+^As_3_,CoAs_3_,Co<sup>3+</sup>As<sub>3</sub>,CoAs<sub>3</sub>,Co As,,R050593 R070528 R100195,4109,Norway,1845,Grandfathered|Approved,Skutterudite,skutterudite,"Haidinger W (1845) Zweite Klasse: Geogenide. XIII. Ordnung. Kiese III. Kobaltkies. Skutterudit. in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 559-562

Chemical formula revised from CoAs_3-x_ to CoAs_3_:
Schumer B N, Andrade M B, Evans S H, Downs R T (2017) A new formula and crystal structure for nickelskutterudite, (Ni,Co,Fe)As_3_, and occupancy of the icosahedral cation site in the skutterudite group. American Mineralogist 102, 205-209",cubic,4000.0,Co^3+ As
Sodalite,Sodalite,Sodalite,Na4Si3Al3O12Cl,Na4(Si3Al3)O12Cl,Na_4_Si_3_Al_3_O_12_Cl,Na_4_(Si_3_Al_3_)O_12_Cl,Na<sub>4</sub>Si<sub>3</sub>Al<sub>3</sub>O<sub>12</sub>Cl,Na<sub>4</sub>(Si<sub>3</sub>Al<sub>3</sub>)O<sub>12</sub>Cl,Na Si Al O Cl,,R040141 R060355 R060354 R060416 R060405 R060435 R060436,4121,Denmark (Greenland),1811,Grandfathered|Approved,Sodalite,cancrinite-sodalite-sodalite subgroup,"Thomson T (1812) A chemical analysis of sodalite, a new mineral from Greenland, Transactions of the Royal Society of Edinburgh 6, 387-395",cubic,4568.5,Na Si Al O Cl
Sphalerite,Sphalerite,Sphalerite,Zn2+S2-,ZnS,Zn^2+^S^2-^,ZnS,Zn<sup>2+</sup>S<sup>2-</sup>,ZnS,Zn S,,R040136 R050005 R050140 R050237 R060005 R060636 R100145,4158,unknown,1847,Approved,Sphalerite,sphalerite,"Glocker E F (1847) Ordo IV. Cinnabaritae. IV. Cinnabaritae sphaleritoidei. 12. Sphalerites, in Generum et Specierum Mineralium, Secundum Ordines Naturales Digestorum Synopsis, Apud Eduardum Anton 13-18",cubic,4620.0,Zn^2+ S^2-
Spinel,Spinel,Spinel,MgAl2O4,MgAl2O4,MgAl_2_O_4_,MgAl_2_O_4_,MgAl<sub>2</sub>O<sub>4</sub>,MgAl<sub>2</sub>O<sub>4</sub>,Mg Al O,,R050184 R050259 R050411 R050392 R060798 R060799 R070013 RS549903 RS886298 R100133 R110101 R120116,4160,unknown,0,Grandfathered|Approved,Spinel,spinel,Mineral name has been known since antiquity and predates any formal descriptive publication,cubic,4700.0,Mg Al O
Stannite,Stannite,Stannite,Cu1+2Fe2+Sn4+S2-4,Cu2FeSnS4,Cu^1+^_2_Fe^2+^Sn^4+^S^2-^_4_,Cu_2_FeSnS_4_,Cu<sup>1+</sup><sub>2</sub>Fe<sup>2+</sup>Sn<sup>4+</sup>S<sup>2-</sup><sub>4</sub>,Cu<sub>2</sub>FeSnS<sub>4</sub>,Cu Fe Sn S,,R050187,4172,United Kingdom,1832,Grandfathered|Approved,Stannite,stannite,"Beudant F S (1832) Stannine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 416-417",tetragonal,4000.0,Cu^1+ Fe^2+ Sn^4+ S^2-
Stephanite,Stephanite,Stephanite,Ag1+5Sb3+S2-4,Ag5SbS4,Ag^1+^_5_Sb^3+^S^2-^_4_,Ag_5_SbS_4_,Ag<sup>1+</sup><sub>5</sub>Sb<sup>3+</sup>S<sup>2-</sup><sub>4</sub>,Ag<sub>5</sub>SbS<sub>4</sub>,Ag Sb S,,R050143 R050306 R050309,4184,Germany,1845,Grandfathered|Approved, , ,"Haidinger W (1845) Zweite Klasse: Geogenide. XIV. Ordnung. Glanze. VIII. Melanglanz. Stephanit., in Handbuch der Bestimmenden Mineralogie, Bei Braumüller and Seidel (Wien) 563-570",orthorhombic,4000.0,Ag^1+ Sb^3+ S^2-
Stibnite,Stibnite,Stibnite,Sb3+2S2-3,Sb2S3,Sb^3+^_2_S^2-^_3_,Sb_2_S_3_,Sb<sup>3+</sup><sub>2</sub>S<sup>2-</sup><sub>3</sub>,Sb<sub>2</sub>S<sub>3</sub>,Sb S,,R050066 R050016 R120137,4201,unknown,1832,Grandfathered|Approved,Stibnite,stibnite,"Beudant F S (1832) Stibine, antinoine sulfuré, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 421-424",orthorhombic,4000.0,Sb^3+ S^2-
Stromeyerite,Stromeyerite,Stromeyerite,Cu1+Ag1+S2-,CuAgS,Cu^1+^Ag^1+^S^2-^,CuAgS,Cu<sup>1+</sup>Ag<sup>1+</sup>S<sup>2-</sup>,CuAgS,Cu Ag S,,R060909 R060908,4224,Czech Republic,1832,Grandfathered|Approved, , ,"Beudant F S (1832) Stromeÿerine, sulfure d’argent et cuivre, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 410-411",orthorhombic,4000.0,Cu^1+ Ag^1+ S^2-
Sulphur,Sulphur,Sulphur,S,S,S,S,S,S,S,,R040135 R050006,4252,unknown,0,Grandfathered|Approved, , ,Mineral name has been known since antiquity and predates any formal descriptive publication.,"orthorhombic|monoclinic, hexagonal",4620.0,S
Taenite,Taenite,Taenite,"(Fe,Ni)","(Ni,Fe)","(Fe,Ni)","(Ni,Fe)","(Fe,Ni)","(Ni,Fe)",Ni Fe,,,4296,New Zealand ?,1861,Grandfathered|Approved, ,iron,"Reichenbach (1861) Ueber die näheren Bestandtheile des Meteoreisens, Annalen der Physik und Chemie 114, 250-263",cubic,4620.0,Fe Ni
Talc,Talc,Talc,Mg3Si4O10(OH)2,Mg3Si4O10(OH)2,Mg_3_Si_4_O_10_(OH)_2_,Mg_3_Si_4_O_10_(OH)_2_,Mg<sub>3</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>,Mg<sub>3</sub>Si<sub>4</sub>O<sub>10</sub>(OH)<sub>2</sub>,Mg Si O H,,R040137 R050087 R050058,4304,unknown,0,Grandfathered|Approved,Talc,talc,"Mineral name has been known since antiquity and predates any formal descriptive publication. For instance, it is mentioned in:
Agricola G (1546) Talk, in De Ortu & Causis Subterraneorum Lib. V, Froben (Basileae) 480-480",triclinic|monoclinic,4000.0,Mg Si O H
Tazheranite,Tazheranite,Tazheranite,"(Zr4+,Ti4+,Ca)(O,[box])2","(Zr,Ti,Ca)(O,[box])2","(Zr^4+^,Ti^4+^,Ca)(O,[box])_2_","(Zr,Ti,Ca)(O,[box])_2_","(Zr<sup>4+</sup>,Ti<sup>4+</sup>,Ca)(O,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>2</sub>","(Zr,Ti,Ca)(O,<span style=""border: 1px solid #333; font-size:7px;"">   </span>)<sub>2</sub>",Zr Ti Ca O,IMA1969-008,,4326,Russia,1969,Approved,Fluorite, ,"Konev A A, Ushchapovskaya Z F, Kashaev A A, Lebedeva V S (1969) Tazheranite, a new calcium-titanium-zirconium mineral, Doklady Akademii Nauk SSSR 186, 917-920

Chamical formula revised:
Rastsvetaeva R K, Pushcharovskii D Yu, Spiridonov E M, Gekimyants V M (1998) Tazheranite and calzirtite: structural-mineralogical similarity and distinction, Doklady Akademii Nauk 359, issue 4, 529-531",cubic,4568.5,Zr^4+ Ti^4+ Ca O
