"Mineral Name","Mineral Name (plain)","Mineral Name (HTML)","RRUFF Chemistry (plain)","IMA Chemistry (plain)","RRUFF Chemistry (concise)","IMA Chemistry (concise)","RRUFF Chemistry (HTML)","IMA Chemistry (HTML)","Chemistry Elements","IMA Number","RRUFF IDs","Database ID","Country of Type Locality","Year First Published","IMA Status","Structural Groupname","Fleischers Groupname","Status Notes","Crystal Systems","Oldest Known Age (Ma)","Valence Elements"
"Afwillite","Afwillite","Afwillite","Ca3(SiO4)(SiO2(OH)2)·2H2O","Ca3[SiO4][SiO2(OH)2]·2H2O","Ca_3_(SiO_4_)(SiO_2_(OH)_2_)·2H_2_O","Ca_3_[SiO_4_][SiO_2_(OH)_2_]·2H_2_O","Ca<sub>3</sub>(SiO<sub>4</sub>)(SiO<sub>2</sub>(OH)<sub>2</sub>)·2H<sub>2</sub>O","Ca<sub>3</sub>[SiO<sub>4</sub>][SiO<sub>2</sub>(OH)<sub>2</sub>]·2H<sub>2</sub>O","Ca Si O H","","R070296 R080022 R141097","797","South Africa","1925","Grandfathered|Approved","Spurrite-Afwillite"," ","Parry J, Wright F E (1925) Afwillite, a new hydrous calcium silicate, from Dutoitspan mine, Kimberley, South Africa, Mineralogical Magazine 20, 277-285","monoclinic|triclinic","2400","Ca Si O H"
"Agmantinite","Agmantinite","Agmantinite","Ag1+2Mn2+Sn4+S2-4","Ag2MnSnS4","Ag^1+^_2_Mn^2+^Sn^4+^S^2-^_4_","Ag_2_MnSnS_4_","Ag<sup>1+</sup><sub>2</sub>Mn<sup>2+</sup>Sn<sup>4+</sup>S<sup>2-</sup><sub>4</sub>","Ag<sub>2</sub>MnSnS<sub>4</sub>","Ag Mn Sn S","IMA2014-083","","6381","Peru","2014","Approved","Wurtzite"," ","Keutsch F N, Topa D, Fredrickson R T, Makovicky E, Paar W H (2019) Agmantinite, Ag_2_MnSnS_4_, a new mineral with a wurtzite derivative structure from the Uchucchacua polymetallic deposit, Lima Department, Peru. Mineralogical Magazine 83, 233-238","orthorhombic|monoclinic","24.5","Ag^1+ Mn^2+ Sn^4+ S^2-"
"Agrellite","Agrellite","Agrellite","NaCa2Si4O10F","NaCa2Si4O10F","NaCa_2_Si_4_O_10_F","NaCa_2_Si_4_O_10_F","NaCa<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>F","NaCa<sub>2</sub>Si<sub>4</sub>O<sub>10</sub>F","Na Ca Si O F","IMA1973-032","R060914","804","Canada","1973","Approved"," "," ","Gittins J, Bown M G, Sturman D (1976) Agrellite, a new rock-forming mineral in regionally metamorphosed agpaitic alkalic rocks, The Canadian Mineralogist 14, 120-126","triclinic","1240","Na Ca Si O F"
"Aguilarite","Aguilarite","Aguilarite","Ag1+4Se2-S2-","Ag4SeS","Ag^1+^_4_Se^2-^S^2-^","Ag_4_SeS","Ag<sup>1+</sup><sub>4</sub>Se<sup>2-</sup>S<sup>2-</sup>","Ag<sub>4</sub>SeS","Ag Se S","","","806","Mexico","1891","Grandfathered|Approved","Acanthite","eucairite","Genth F A (1891) Aguilarite, a new species, The American Journal of Science Third Series 41, 401-402

Redefined as the Se-rich end-member of the acanthite structure:
Bindi L, Pingitore N E (2013) On the symmetry and crystal structure of aguilarite, Ag4SeS. Mineralogical Magazine 77, 21-31","monoclinic|orthorhombic","2680","Ag^1+ Se^2- S^2-"
"Ahrensite","Ahrensite","Ahrensite","SiFe2+2O4","SiFe2O4","SiFe^2+^_2_O_4_","SiFe_2_O_4_","SiFe<sup>2+</sup><sub>2</sub>O<sub>4</sub>","SiFe<sub>2</sub>O<sub>4</sub>","Si Fe O","IMA2013-028","","6189","Morocco (meteorite)","2013","Approved","Spinel"," ","Ma C, Tschauner O, Beckett J R, Liu Y, Rossman G R, Sinogeikin S V, Smith J S, Taylor L A (2016) Ahrensite, γ-Fe_2_SiO_4_, a new shock-metamorphic mineral from the Tissint meteorite: Implications for the Tissint shock event on Mars. Geochimica et Cosmochimica Acta 184, 240-256

","cubic","","Si Fe^2+ O"
"Aikinite","Aikinite","Aikinite","Cu1+Pb2+Bi3+S2-3","CuPbBiS3","Cu^1+^Pb^2+^Bi^3+^S^2-^_3_","CuPbBiS_3_","Cu<sup>1+</sup>Pb<sup>2+</sup>Bi<sup>3+</sup>S<sup>2-</sup><sub>3</sub>","CuPbBiS<sub>3</sub>","Cu Pb Bi S","","R100117","809","Russia","1843","Grandfathered|Approved","Meneghinite","aikinite","Chapman E J (1843) Aikenite, in Practical Mineralogy, Hippolyte Bailliere, Publisher (London) 127-127","orthorhombic","2710","Cu^1+ Pb^2+ Bi^3+ S^2-"
"Aiolosite","Aiolosite","Aiolosite","Na2(Na2Bi3+)(S6+O4)3Cl","Na2(Na2Bi)(SO4)3Cl","Na_2_(Na_2_Bi^3+^)(S^6+^O_4_)_3_Cl","Na_2_(Na_2_Bi)(SO_4_)_3_Cl","Na<sub>2</sub>(Na<sub>2</sub>Bi<sup>3+</sup>)(S<sup>6+</sup>O<sub>4</sub>)<sub>3</sub>Cl","Na<sub>2</sub>(Na<sub>2</sub>Bi)(SO<sub>4</sub>)<sub>3</sub>Cl","Na Bi S O Cl","IMA2008-015","","5674","Italy","2008","Approved","Apatite"," ","Demartin F, Gramaccioli C M, Campostrini I, Pilati T (2010) Aiolosite, Na<sub>2</sub>(Na<sub>2</sub>Bi)(SO<sub>4</sub>)<sub>3</sub>Cl, a new sulfate isotypic to apatite from La Fossa Crater, Vulcano, Aeolian Islands, Italy, American Mineralogist 95, 382-385","hexagonal","","Na Bi^3+ S^6+ O Cl"
"Airdite","Airdite","Airdite","Sr(V4+O)2(PO4)2·4H2O","Sr(V4+O)2(PO4)2·4H2O","Sr(V^4+^O)_2_(PO_4_)_2_·4H_2_O","Sr(V^4+^O)_2_(PO_4_)_2_·4H_2_O","Sr(V<sup>4+</sup>O)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O","Sr(V<sup>4+</sup>O)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>·4H<sub>2</sub>O","Sr V O P H","IMA2020-046","","7052","Australia","2020","Pending publication|Approved"," "," ","Elliott, P. and Kampf, A.R. (2020) Airdite, IMA 2020-046. CNMNC Newsletter No. 57; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.2020.73","monoclinic","","Sr V^4+ O P H"
"Akaogiite","Akaogiite","Akaogiite","Ti4+O2","TiO2","Ti^4+^O_2_","TiO_2_","Ti<sup>4+</sup>O<sub>2</sub>","TiO<sub>2</sub>","Ti O","IMA2007-058","","5657","Germany","2007","Approved","Baddeleyite"," ","El Goresy A, Dubrovinsky L, Gillet P, Graup G, Chen M (2010) Akaogiite: An ultra-dense polymorph of TiO<sub>2</sub> with the baddeleyite-type structure, in shocked garnet gneiss from the Ries Crater, Germany, American Mineralogist 95, 892-895","monoclinic","","Ti^4+ O"
"Akatoreite","Akatoreite","Akatoreite","Mn2+9Al2Si8O24(OH)8","Mn2+9Al2Si8O24(OH)8","Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_","Mn^2+^_9_Al_2_Si_8_O_24_(OH)_8_","Mn<sup>2+</sup><sub>9</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(OH)<sub>8</sub>","Mn<sup>2+</sup><sub>9</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(OH)<sub>8</sub>","Mn Al Si O H","IMA1969-015","R060230","812","New Zealand","1969","Approved"," "," ","Read P B, Reay A (1971) Akatoreite, a new manganese silicate from eastern Otago, New Zealand, American Mineralogist 56, 416-426

Chemical formula revised:
Burns P C, Hawthorne F C (1993) Edge–sharing Mn<sup>2+</sup>O<sub>4</sub> tetrahedra in the structure of akatoreite, Mn<sup>2+</sup><sub>9</sub>Al<sub>2</sub>Si<sub>8</sub>O<sub>24</sub>(OH)<sub>8</sub>, The Canadian Mineralogist 31, 321-329","triclinic","","Mn^2+ Al Si O H"
"Akdalaite","Akdalaite","Akdalaite","Al10O14(OH)2","Al10O14(OH)2","Al_10_O_14_(OH)_2_","Al_10_O_14_(OH)_2_","Al<sub>10</sub>O<sub>14</sub>(OH)<sub>2</sub>","Al<sub>10</sub>O<sub>14</sub>(OH)<sub>2</sub>","Al O H","IMA1969-002","","813","Kazakhstan","1969","Approved","Nolanite"," ","Shpanov E P, Sidorenko G A, Stolyarova T I (1970) Akdalaite, a new hydrous modification of alumina, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 99, 333-339

Chemical formula revised from (Al_2_O_3_)_5_·H_2_O:
Parise J B, Xia B, Simonson J W, Woerner W R, Plonka A M, Phillips B L, Ehm L (2019) Structural chemistry of akdalaite, Al_10_O_14_(OH)_2_, the isostructural aluminum analogue of ferrihydrite. Crystals 9, 246","hexagonal|orthorhombic","623.3","Al O H"
"Åkermanite","Akermanite","&#197;kermanite","Ca2MgSi2O7","Ca2MgSi2O7","Ca_2_MgSi_2_O_7_","Ca_2_MgSi_2_O_7_","Ca<sub>2</sub>MgSi<sub>2</sub>O<sub>7</sub>","Ca<sub>2</sub>MgSi<sub>2</sub>O<sub>7</sub>","Ca Mg Si O","","R061085 R061100","814","Sweden","1884","Grandfathered|Approved","Melilite","melilite","Vogt I H L (1890) Die mineralien der melilithgruppe - nämlich gehlenit, melilith und ein neues tetragonales, nicht Al<sub>2</sub>O<sub>3</sub>-führendes (Ca,Mg)O-silikat (Åkermanit), nebst zwischengliedern, Archiv for Mathematik og Naturvidenskab 13, 310-402","tetragonal","4330","Ca Mg Si O"
"Akimotoite","Akimotoite","Akimotoite","MgSiO3","MgSiO3","MgSiO_3_","MgSiO_3_","MgSiO<sub>3</sub>","MgSiO<sub>3</sub>","Mg Si O","IMA1997-044","","816","Australia (meteorite)","1997","Approved","Corundum"," ","Tomioka N, Fujino K (1999) Akimotoite, (Mg,Fe)SiO<sub>3</sub>, a new silicate mineral of the ilmenite group in the Tenham chondrite, American Mineralogist 84, 267-271","hexagonal","","Mg Si O"
"Aklimaite","Aklimaite","Aklimaite","Ca4[Si2O5(OH)2](OH)4·5H2O","Ca4[Si2O5(OH)2](OH)4·5H2O","Ca_4_[Si_2_O_5_(OH)_2_](OH)_4_·5H_2_O","Ca_4_[Si_2_O_5_(OH)_2_](OH)_4_·5H_2_O","Ca<sub>4</sub>[Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub>](OH)<sub>4</sub>·5H<sub>2</sub>O","Ca<sub>4</sub>[Si<sub>2</sub>O<sub>5</sub>(OH)<sub>2</sub>](OH)<sub>4</sub>·5H<sub>2</sub>O","Ca Si O H","IMA2011-050","","5978","Russia","2011","Approved"," "," ","Zadov A E, Pekov I V, Zubkova N V, Gazeev V M, Chukanov N V, Yapaskurt V O, Kartashov P M, Galuskin E V, Galuskina I O, Pertzev N N, Gurbanov A G, Pushcharovsky D Y (2012) Aklimaite, Ca<sub>4</sub>[Si<sub>2</sub>O<sub>5</sub>(OH<sub>2</sub>)](OH)<sub>4</sub>·5H<sub>2</sub>O, a new natural hydrosilicate from Lakargi area (the North Caucazus, Russia), Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 141(2), 21-31","monoclinic","3","Ca Si O H"
"Akopovaite","Akopovaite","Akopovaite","Al4Li2(OH)12(CO3)(H2O)3","Al4Li2(OH)12(CO3)(H2O)3","Al_4_Li_2_(OH)_12_(CO_3_)(H_2_O)_3_","Al_4_Li_2_(OH)_12_(CO_3_)(H_2_O)_3_","Al<sub>4</sub>Li<sub>2</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)(H<sub>2</sub>O)<sub>3</sub>","Al<sub>4</sub>Li<sub>2</sub>(OH)<sub>12</sub>(CO<sub>3</sub>)(H<sub>2</sub>O)<sub>3</sub>","Al Li O H C","IMA2018-095","","6825","Kyrgyzstan","2018","Approved","Hydrotalcite"," ","Karpenko V Y, Zhitova E S, Pautov L A, Agakhanov A A, Siidra O I, Krzhizhanovskaya M G, Rassulov V A, Bocharov V N (2020) Akopovaite, Li_2_Al_4_(OH)_12_(CO_3_)(H_2_O)_3_, a new Li member of the hydrotalcite supergroup from Turkestan Range, Kyrgyzstan. Mineralogical Magazine 84, 301-311","monoclinic","","Al Li O H C"
"Aksaite","Aksaite","Aksaite","MgB6O7(OH)6·2H2O","MgB6O7(OH)6·2H2O","MgB_6_O_7_(OH)_6_·2H_2_O","MgB_6_O_7_(OH)_6_·2H_2_O","MgB<sub>6</sub>O<sub>7</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O","MgB<sub>6</sub>O<sub>7</sub>(OH)<sub>6</sub>·2H<sub>2</sub>O","Mg B O H","","","818","Kazakhstan","1962","Approved"," "," ","Blazko L N, Kondrat’eva V V, Yarzhemskii Y Y (1962) Aksaite, a new hydrous magnesium borate, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 91, 447-454","orthorhombic","354","Mg B O H"
"Aktashite","Aktashite","Aktashite","Cu1+6Hg2+3As3+4S2-12","Cu6Hg3As4S12","Cu^1+^_6_Hg^2+^_3_As^3+^_4_S^2-^_12_","Cu_6_Hg_3_As_4_S_12_","Cu<sup>1+</sup><sub>6</sub>Hg<sup>2+</sup><sub>3</sub>As<sup>3+</sup><sub>4</sub>S<sup>2-</sup><sub>12</sub>","Cu<sub>6</sub>Hg<sub>3</sub>As<sub>4</sub>S<sub>12</sub>","Cu Hg As S","","","819","Russia","1968","Approved|Redefined","Nowackiite","nowackiite","Vasil'ev V I (1968) New ore minerals of the mercury deposits of Gornyi Altai and their parageneses. In: Problems of the metallogeny of mercury. Izdatelstvo ""Nauka"" Moskva 1968, 111-129","hexagonal","2638","Cu^1+ Hg^2+ As^3+ S^2-"
"Alabandite","Alabandite","Alabandite","Mn2+S2-","MnS","Mn^2+^S^2-^","MnS","Mn<sup>2+</sup>S<sup>2-</sup>","MnS","Mn S","","R070174","820","Romania / Turkey","1822","Grandfathered|Approved","Rocksalt","galena","Called alabandina sulfurea by Don Andres Manuel del Rio as reported in:
Haüy R J (1822) Manganèse sulfuré, Traité de Minéralogie 4, 268-272

Renamed alabandine:
Beudant F S (1832) Alabandine, in Traité Élémentaire de Minéralogie, 2nd Edition, (Paris) 399-400","cubic","4620","Mn^2+ S^2-"
"Alacránite","Alacranite","Alacr&#225;nite","As8S9","As8S9","As_8_S_9_","As_8_S_9_","As<sub>8</sub>S<sub>9</sub>","As<sub>8</sub>S<sub>9</sub>","As S","IMA1985-033","R140323 R150030","821","Russia","1985","Approved|Renamed"," "," ","Popova V I, Popov V A, Clark A H, Polyakov V O, Borisovskii S E (1986) Alacránite, As<sub>8</sub>S<sub>9</sub> – a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 115(3), 360-368

Chemical formula changed:
Burns P C, Percival J B (2001) Alacranite, As<sub>4</sub>S<sub>4</sub>: a new occurrence, new formula, and determination of the crystal structure, The Canadian Mineralogist 39, 809-818

Chemical formula changed again:
Bonazzi P, Bindi L, Popova V, Pratesi G, Menchetti S (2003) Alacranite, As<sub>8</sub>S<sub>9</sub>: structural study of the holotype and re-assignment of the original chemical formula, American Mineralogist 88, 1796-1800","monoclinic","443","As S"
"Alarsite","Alarsite","Alarsite","AlAs5+O4","Al(AsO4)","AlAs^5+^O_4_","Al(AsO_4_)","AlAs<sup>5+</sup>O<sub>4</sub>","Al(AsO<sub>4</sub>)","Al As O","IMA1993-003","","823","Russia","1993","Approved","Quartz","berlinite","Semenova T F, Vergasova L P, Filatov S K, Ananev V V (1994) Alarsite AlAsO<sub>4</sub>: A new mineral from volcanic exhalations, Doklady Akademii Nauk 338(4), 501-505","hexagonal","3.6E-5","Al As^5+ O"
"Albertiniite","Albertiniite","Albertiniite","Fe2+(S4+O3)·3H2O","Fe2+(SO3)·3H2O","Fe^2+^(S^4+^O_3_)·3H_2_O","Fe^2+^(SO_3_)·3H_2_O","Fe<sup>2+</sup>(S<sup>4+</sup>O<sub>3</sub>)·3H<sub>2</sub>O","Fe<sup>2+</sup>(SO<sub>3</sub>)·3H<sub>2</sub>O","Fe S O H","IMA2015-004","","6410","Italy","2015","Approved"," "," ","Vignola P, Gatta G D, Rotiroti N, Gentile P, Hatert F, Baijot M, Bersani D, Risplendente A, Pavese A (2016) Albertiniite, Fe^2+^(SO_3_)·3H_2_O, a new sulfite mineral species from the Monte Falò Pb-Zn mine, Coiromonte, Armeno Municipality, Verbano Cusio Ossola Province, Piedmont, Italy. Mineralogical Magazine 80, 985-994","monoclinic","","Fe^2+ S^4+ O H"
"Albite","Albite","Albite","NaAlSi3O8","Na(AlSi3O8)","NaAlSi_3_O_8_","Na(AlSi_3_O_8_)","NaAlSi<sub>3</sub>O<sub>8</sub>","Na(AlSi<sub>3</sub>O<sub>8</sub>)","Na Al Si O","","R040068 R040129 R050253 R050402 R060054 R070268 R100169","824","Sweden","1815","Grandfathered|Approved","Feldspar","feldspar","Gahn J G, Berzelius J (1815) Underfökning af nagra i grannskapet af Fahlun funna Fossilier, Afhandlingar i Fysik, Kemi och Mineralogi 4, 148-216 (see page 180)","triclinic","4620","Na Al Si O"
"Alburnite","Alburnite","Alburnite","Ag1+8Ge4+Te2-2S2-4","Ag8GeTe2S4","Ag^1+^_8_Ge^4+^Te^2-^_2_S^2-^_4_","Ag_8_GeTe_2_S_4_","Ag<sup>1+</sup><sub>8</sub>Ge<sup>4+</sup>Te<sup>2-</sup><sub>2</sub>S<sup>2-</sup><sub>4</sub>","Ag<sub>8</sub>GeTe<sub>2</sub>S<sub>4</sub>","Ag Ge Te S","IMA2012-073","","6132","Romania","2012","Approved","Argyrodite"," ","Tămaş C G, Grobety B, Bailly L, Bernhardt H J, Minuţ A (2014) Alburnite, Ag_8_GeTe_2_S_4_, a new mineral species from the Roşia Montana Au-Ag epithermal deposit, Apuseni Mountains, Romania. American Mineralogist 99, 57-64","cubic","12.87","Ag^1+ Ge^4+ Te^2- S^2-"
"Alcantarillaite","Alcantarillaite","Alcantarillaite","[Fe3+0.5(H2O)4][CaAs3+2(Fe3+2.5W6+0.5)(As5+O4)2O7]","[Fe3+0.5(H2O)4][CaAs3+2(Fe3+2.5W6+0.5)(AsO4)2O7]","[Fe^3+^_0.5_(H_2_O)_4_][CaAs^3+^_2_(Fe^3+^_2.5_W^6+^_0.5_)(As^5+^O_4_)_2_O_7_]","[Fe^3+^_0.5_(H_2_O)_4_][CaAs^3+^_2_(Fe^3+^_2.5_W^6+^_0.5_)(AsO_4_)_2_O_7_]","[Fe<sup>3+</sup><sub>0.5</sub>(H<sub>2</sub>O)<sub>4</sub>][CaAs<sup>3+</sup><sub>2</sub>(Fe<sup>3+</sup><sub>2.5</sub>W<sup>6+</sup><sub>0.5</sub>)(As<sup>5+</sup>O<sub>4</sub>)<sub>2</sub>O<sub>7</sub>]","[Fe<sup>3+</sup><sub>0.5</sub>(H<sub>2</sub>O)<sub>4</sub>][CaAs<sup>3+</sup><sub>2</sub>(Fe<sup>3+</sup><sub>2.5</sub>W<sup>6+</sup><sub>0.5</sub>)(AsO<sub>4</sub>)<sub>2</sub>O<sub>7</sub>]","Fe H O Ca As W","IMA2019-072","","6954","Spain","2019","Approved","Walentaite"," ","Grey I E, Hochleitner R, Rewitzer C, Riboldi-Tunnicliffe A, Kampf A R, MacRae C M, Mumme W G, Kaliwoda M, Friis H, Martin C U (2020) The walentaite group and the description of a new member, alcantarillaite, from the Alcantarilla mine, Belalcázar, Córdoba, Andalusia, Spain. Mineralogical Magazine 84, 412-419","orthorhombic","","Fe^3+ H O Ca As^3+ W^6+ As^5+"
"Alcaparrosaite","Alcaparrosaite","Alcaparrosaite","K3Ti4+Fe3+(S6+O4)4O·2H2O","K3Ti4+Fe3+(SO4)4O(H2O)2","K_3_Ti^4+^Fe^3+^(S^6+^O_4_)_4_O·2H_2_O","K_3_Ti^4+^Fe^3+^(SO_4_)_4_O(H_2_O)_2_","K<sub>3</sub>Ti<sup>4+</sup>Fe<sup>3+</sup>(S<sup>6+</sup>O<sub>4</sub>)<sub>4</sub>O·2H<sub>2</sub>O","K<sub>3</sub>Ti<sup>4+</sup>Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>4</sub>O(H<sub>2</sub>O)<sub>2</sub>","K Ti Fe S O H","IMA2011-024","","5952","Chile","2011","Approved","Alcaparrosaite"," ","Kampf A R, Mills S J, Housley R M, Williams P A, Dini M (2012) Alcaparrosaite, K<sub>3</sub>Ti<sup>4+</sup>Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>4</sub>O(H<sub>2</sub>O)<sub>2</sub>, a new hydrophobic Ti<sup>4+</sup> sulfate from Alcaparrosa, Chile, Mineralogical Magazine 76, 851-861","monoclinic","","K Ti^4+ Fe^3+ S^6+ O H"
"Aleksandrovite","Aleksandrovite","Aleksandrovite","KCa7Sn4+2Li3Si12O36F2","KCa7Sn2Li3Si12O36F2","KCa_7_Sn^4+^_2_Li_3_Si_12_O_36_F_2_","KCa_7_Sn_2_Li_3_Si_12_O_36_F_2_","KCa<sub>7</sub>Sn<sup>4+</sup><sub>2</sub>Li<sub>3</sub>Si<sub>12</sub>O<sub>36</sub>F<sub>2</sub>","KCa<sub>7</sub>Sn<sub>2</sub>Li<sub>3</sub>Si<sub>12</sub>O<sub>36</sub>F<sub>2</sub>","K Ca Sn Li Si O F","IMA2009-004","","5736","Tajikistan","2009","Approved","Baratovite"," ","Pautov L A, Agakhanov A A, Karpenko V Y, Gafurov F G (2010) Aleksandrovite KLi<sub>3</sub>Ca<sub>7</sub>Sn<sub>2</sub>[Si<sub>6</sub>O<sub>18</sub>]<sub>2</sub>F<sub>2</sub> - a new tin mineral, New Data on Minerals. Moscow 45, 5-16","monoclinic","270","K Ca Sn^4+ Li Si O F"
"Aleksite","Aleksite","Aleksite","Pb2+Bi3+2Te2-2S2-2","PbBi2Te2S2","Pb^2+^Bi^3+^_2_Te^2-^_2_S^2-^_2_","PbBi_2_Te_2_S_2_","Pb<sup>2+</sup>Bi<sup>3+</sup><sub>2</sub>Te<sup>2-</sup><sub>2</sub>S<sup>2-</sup><sub>2</sub>","PbBi<sub>2</sub>Te<sub>2</sub>S<sub>2</sub>","Pb Bi Te S","IMA1977-038","R070011","4935","Russia","1977","Approved","Tetradymite"," ","Lipovetskii A G, Borodaev Y S, Zav´yalov E N (1978) Aleksite, PbBi<sub>2</sub>Te<sub>2</sub>S<sub>2</sub>, a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 107(3), 315-321","hexagonal","2724","Pb^2+ Bi^3+ Te^2- S^2-"
"Aleutite","Aleutite","Aleutite","[Cu2+5O2](As5+O4)(V5+O4)·(Cu2+0.5[box]0.5)Cl","[Cu5O2](AsO4)(VO4)·(Cu0.5[box]0.5)Cl","[Cu^2+^_5_O_2_](As^5+^O_4_)(V^5+^O_4_)·(Cu^2+^_0.5_[box]_0.5_)Cl","[Cu_5_O_2_](AsO_4_)(VO_4_)·(Cu_0.5_[box]_0.5_)Cl","[Cu<sup>2+</sup><sub>5</sub>O<sub>2</sub>](As<sup>5+</sup>O<sub>4</sub>)(V<sup>5+</sup>O<sub>4</sub>)·(Cu<sup>2+</sup><sub>0.5</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.5</sub>)Cl","[Cu<sub>5</sub>O<sub>2</sub>](AsO<sub>4</sub>)(VO<sub>4</sub>)·(Cu<sub>0.5</sub><span style=""border: 1px solid #333; font-size:7px;"">   </span><sub>0.5</sub>)Cl","Cu O As V Cl","IMA2018-014","","6757","Russia","2018","Approved"," "," ","Siidra O I, Nazarchuk E V, Agakhanov A A, Polekhovsky Y S (2019) Aleutite [Cu_5_O_2_](AsO_4_)(VO_4_)·(Cu_0.5_[box]_0.5_)Cl, a new complex salt-inclusion mineral with Cu^2+^ substructure derived from a Kagome-net. Mineralogical Magazine 83, 847-853","monoclinic","3.6E-5","Cu^2+ O As^5+ V^5+ Cl"
"Alexkhomyakovite","Alexkhomyakovite","Alexkhomyakovite","K6(Ca2Na)(CO3)5Cl·6H2O","K6(Ca2Na)(CO3)5Cl·6H2O","K_6_(Ca_2_Na)(CO_3_)_5_Cl·6H_2_O","K_6_(Ca_2_Na)(CO_3_)_5_Cl·6H_2_O","K<sub>6</sub>(Ca<sub>2</sub>Na)(CO<sub>3</sub>)<sub>5</sub>Cl·6H<sub>2</sub>O","K<sub>6</sub>(Ca<sub>2</sub>Na)(CO<sub>3</sub>)<sub>5</sub>Cl·6H<sub>2</sub>O","K Ca Na C O Cl H","IMA2015-013","","6418","Russia","2015","Approved"," "," ","Pekov I V, Zubkova N V, Yapaskurt V O, Lykova I S, Chukanov N V, Belakovskiy D I, Britvin S N, Turchkova A G, Pushcharovsky D Y (2019) Alexkhomyakovite, K_6_(Ca_2_Na)(CO_3_)_5_Cl·6H_2_O, a new mineral from the Khibiny alkaline complex, Kola peninsula, Russia. European Journal of Mineralogy 31, 135-143","hexagonal","413.6","K Ca Na C O Cl H"
"Alexkuznetsovite-(Ce)","Alexkuznetsovite-(Ce)","Alexkuznetsovite-(Ce)","Ce2Mn2+(CO3)(Si2O7)","Ce2Mn(CO3)(Si2O7)","Ce_2_Mn^2+^(CO_3_)(Si_2_O_7_)","Ce_2_Mn(CO_3_)(Si_2_O_7_)","Ce<sub>2</sub>Mn<sup>2+</sup>(CO<sub>3</sub>)(Si<sub>2</sub>O<sub>7</sub>)","Ce<sub>2</sub>Mn(CO<sub>3</sub>)(Si<sub>2</sub>O<sub>7</sub>)","Ce Mn C O Si","IMA2019-118","","7002","Russia","2020","Pending publication|Approved","Biraite"," ","Kasatkin,A.V., Zubkova, N.V., Pekov, I.V.,Chukanov, N.V., Škoda, R., Agakhanov, A.A. and Belakovskiy, D.I. (2020) Alexkuznetsovite-(Ce), IMA 2019-118. CNMNC Newsletter No. 54; Mineralogical Magazine, 84, https://doi.org/10.1180/mgm.
2020.21","monoclinic","","Ce Mn^2+ C O Si"
"Alexkuznetsovite-(La)","Alexkuznetsovite-(La)","Alexkuznetsovite-(La)","La2Mn2+(CO3)(Si2O7)","La2Mn(CO3)(Si2O7)","La_2_Mn^2+^(CO_3_)(Si_2_O_7_)","La_2_Mn(CO_3_)(Si_2_O_7_)","La<sub>2</sub>Mn<sup>2+</sup>(CO<sub>3</sub>)(Si<sub>2</sub>O<sub>7</sub>)","La<sub>2</sub>Mn(CO<sub>3</sub>)(Si<sub>2</sub>O<sub>7</sub>)","La Mn C O Si","IMA2019-081","","6965","Russia","2019","Pending publication|Approved","Biraite"," ","Kasatkin, A.V., Zubkova, N.V., Pekov, I.V., Chukanov, N.V., Škoda, R., Agakhanov, A.A., Belakovskiy, D.I. and Pushcharovsky, D.Y. (2019) Alexkuznetsovite-(La), IMA 2019-081. CNMNC Newsletter No. 52; Mineralogical Magazine, 83, https://doi.org/10.1180/mgm.2019.73","monoclinic","","La Mn^2+ C O Si"
"Alflarsenite","Alflarsenite","Alflarsenite","NaCa2Be3Si4O13(OH)·2H2O","NaCa2Be3Si4O13(OH)·2H2O","NaCa_2_Be_3_Si_4_O_13_(OH)·2H_2_O","NaCa_2_Be_3_Si_4_O_13_(OH)·2H_2_O","NaCa<sub>2</sub>Be<sub>3</sub>Si<sub>4</sub>O<sub>13</sub>(OH)·2H<sub>2</sub>O","NaCa<sub>2</sub>Be<sub>3</sub>Si<sub>4</sub>O<sub>13</sub>(OH)·2H<sub>2</sub>O","Na Ca Be Si O H","IMA2008-023","","5682","Norway","2008","Approved"," "," ","Raade G, Grice J D, Cooper M A (2009) Alflarsenite, a new beryllium-silicate zeolite from a syenitic pegmatite in the Larvik plutonic complex, Oslo Region, Norway, European Journal of Mineralogy 21, 893-900","monoclinic","294","Na Ca Be Si O H"
